"代码","简称","时间","收盘价(元)","最高价(元)","最低价(元)","前收盘价(元)","成交量","成交金额(元)"
"399396.SZ","国证食品","2013-12-16","5,941.0420","6,045.3170","5,936.3230","6,037.6340","381,800,200.0000","5,614,230,000.0000"
"399396.SZ","国证食品","2013-12-17","5,933.7180","5,964.5330","5,925.8450","5,941.0420","259,829,516.0000","3,830,530,000.0000"
"399396.SZ","国证食品","2013-12-18","5,925.7770","5,942.1890","5,901.8090","5,933.7180","184,249,708.0000","3,070,410,000.0000"
"399396.SZ","国证食品","2013-12-19","5,876.7690","5,954.8090","5,872.3870","5,925.7770","221,802,046.0000","3,405,640,000.0000"
"399396.SZ","国证食品","2013-12-20","5,843.2630","5,898.2280","5,795.7830","5,876.7690","283,413,233.0000","5,721,810,000.0000"
"399396.SZ","国证食品","2013-12-23","5,809.0740","5,827.2800","5,751.8010","5,843.2630","205,553,612.0000","3,322,790,000.0000"
"399396.SZ","国证食品","2013-12-24","5,818.7160","5,887.0230","5,784.7170","5,809.0740","239,519,061.0000","4,132,550,000.0000"
"399396.SZ","国证食品","2013-12-25","5,876.4110","5,876.5070","5,804.0700","5,818.7160","231,058,350.0000","3,650,770,000.0000"
"399396.SZ","国证食品","2013-12-26","5,809.8570","5,883.2550","5,805.0410","5,876.4110","261,744,617.0000","4,288,120,000.0000"
"399396.SZ","国证食品","2013-12-27","5,877.8120","5,893.4320","5,796.4410","5,809.8570","230,579,216.0000","3,744,160,000.0000"
"399396.SZ","国证食品","2013-12-30","5,880.7400","5,907.4280","5,857.1110","5,877.8120","261,019,511.0000","4,185,940,000.0000"
"399396.SZ","国证食品","2013-12-31","5,977.6900","5,980.1940","5,822.6150","5,880.7400","413,473,694.0000","7,047,730,000.0000"
"399396.SZ","国证食品","2014-01-02","5,867.6450","5,954.2950","5,838.7870","5,977.6900","328,566,111.0000","5,973,610,000.0000"
"399396.SZ","国证食品","2014-01-03","5,808.3690","5,852.7520","5,785.4860","5,867.6450","304,400,814.0000","4,743,060,000.0000"
"399396.SZ","国证食品","2014-01-06","5,662.2320","5,790.2050","5,649.1150","5,808.3690","308,481,991.0000","5,101,200,000.0000"
"399396.SZ","国证食品","2014-01-07","5,686.3440","5,686.3440","5,620.2040","5,662.2320","237,042,211.0000","3,933,260,000.0000"
"399396.SZ","国证食品","2014-01-08","5,720.3120","5,754.9730","5,684.1620","5,686.3440","284,944,675.0000","5,061,590,000.0000"
"399396.SZ","国证食品","2014-01-09","5,662.4160","5,806.5090","5,650.6980","5,720.3120","300,998,140.0000","5,369,630,000.0000"
"399396.SZ","国证食品","2014-01-10","5,668.2420","5,710.9240","5,630.1800","5,662.4160","269,612,869.0000","4,748,530,000.0000"
"399396.SZ","国证食品","2014-01-13","5,669.0990","5,720.0780","5,653.9010","5,668.2420","233,367,243.0000","4,565,630,000.0000"
"399396.SZ","国证食品","2014-01-14","5,727.5530","5,734.8830","5,644.1360","5,669.0990","252,389,142.0000","4,630,080,000.0000"
"399396.SZ","国证食品","2014-01-15","5,719.7320","5,738.4490","5,683.4010","5,727.5530","250,706,934.0000","4,152,070,000.0000"
"399396.SZ","国证食品","2014-01-16","5,772.8650","5,795.1590","5,716.2250","5,719.7320","265,677,641.0000","4,512,640,000.0000"
"399396.SZ","国证食品","2014-01-17","5,661.0280","5,762.3820","5,653.5200","5,772.8650","228,007,550.0000","3,848,880,000.0000"
"399396.SZ","国证食品","2014-01-20","5,634.4240","5,706.0750","5,602.6270","5,661.0280","238,388,342.0000","4,462,460,000.0000"
"399396.SZ","国证食品","2014-01-21","5,646.7040","5,679.7750","5,608.7610","5,634.4240","206,679,766.0000","3,485,390,000.0000"
"399396.SZ","国证食品","2014-01-22","5,807.3720","5,807.3720","5,647.3230","5,646.7040","344,921,773.0000","6,340,050,000.0000"
"399396.SZ","国证食品","2014-01-23","5,813.0830","5,877.2670","5,802.3340","5,807.3720","340,006,219.0000","6,173,410,000.0000"
"399396.SZ","国证食品","2014-01-24","5,814.1340","5,842.0740","5,786.0390","5,813.0830","335,470,978.0000","5,403,240,000.0000"
"399396.SZ","国证食品","2014-01-27","5,788.5530","5,832.2990","5,752.8410","5,814.1340","391,251,136.0000","7,042,210,000.0000"
"399396.SZ","国证食品","2014-01-28","5,723.1840","5,806.7790","5,700.0240","5,788.5530","273,598,210.0000","4,854,790,000.0000"
"399396.SZ","国证食品","2014-01-29","5,660.8940","5,773.8520","5,641.2470","5,723.1840","298,735,220.0000","5,226,720,000.0000"
"399396.SZ","国证食品","2014-01-30","5,551.7210","5,652.5620","5,534.1860","5,660.8940","250,022,806.0000","4,326,360,000.0000"
"399396.SZ","国证食品","2014-02-07","5,609.6140","5,611.5650","5,514.5620","5,551.7210","239,906,935.0000","3,762,980,000.0000"
"399396.SZ","国证食品","2014-02-10","5,735.0290","5,738.8490","5,620.9120","5,609.6140","362,968,584.0000","5,986,620,000.0000"
"399396.SZ","国证食品","2014-02-11","5,764.1610","5,790.7790","5,712.5840","5,735.0290","453,363,427.0000","7,263,640,000.0000"
"399396.SZ","国证食品","2014-02-12","5,751.5020","5,770.5680","5,709.3930","5,764.1610","341,584,305.0000","4,935,100,000.0000"
"399396.SZ","国证食品","2014-02-13","5,732.6120","5,796.9160","5,729.1820","5,751.5020","403,005,381.0000","6,431,240,000.0000"
"399396.SZ","国证食品","2014-02-14","5,843.4370","5,843.6770","5,727.7270","5,732.6120","387,951,330.0000","6,995,790,000.0000"
"399396.SZ","国证食品","2014-02-17","5,948.8980","5,951.4830","5,865.6630","5,843.4370","551,069,661.0000","10,098,460,000.0000"
"399396.SZ","国证食品","2014-02-18","5,861.4310","5,938.1320","5,842.6870","5,948.8980","397,668,937.0000","7,059,140,000.0000"
"399396.SZ","国证食品","2014-02-19","5,914.3250","5,944.6320","5,848.4660","5,861.4310","412,322,354.0000","6,995,410,000.0000"
"399396.SZ","国证食品","2014-02-20","5,899.2640","5,960.3610","5,865.3470","5,914.3250","426,265,402.0000","6,695,150,000.0000"
"399396.SZ","国证食品","2014-02-21","5,853.5220","5,910.2890","5,834.8260","5,899.2640","293,016,956.0000","4,855,440,000.0000"
"399396.SZ","国证食品","2014-02-24","5,769.6600","5,824.0960","5,732.6680","5,853.5220","299,673,102.0000","5,104,570,000.0000"
"399396.SZ","国证食品","2014-02-25","5,588.7510","5,810.0330","5,572.0480","5,769.6600","377,651,311.0000","6,652,470,000.0000"
"399396.SZ","国证食品","2014-02-26","5,579.0930","5,608.7710","5,513.0490","5,588.7510","267,595,211.0000","4,542,300,000.0000"
"399396.SZ","国证食品","2014-02-27","5,530.6420","5,611.3550","5,526.0180","5,579.0930","272,900,772.0000","4,778,680,000.0000"
"399396.SZ","国证食品","2014-02-28","5,668.1400","5,668.7370","5,518.4650","5,530.6420","282,070,219.0000","4,825,800,000.0000"
"399396.SZ","国证食品","2014-03-03","5,766.2420","5,769.8250","5,646.2690","5,668.1400","354,307,043.0000","5,755,540,000.0000"
"399396.SZ","国证食品","2014-03-04","5,702.4780","5,776.1600","5,690.6020","5,766.2420","310,539,829.0000","4,997,340,000.0000"
"399396.SZ","国证食品","2014-03-05","5,765.6010","5,805.7090","5,669.5380","5,702.4780","416,986,549.0000","6,241,570,000.0000"
"399396.SZ","国证食品","2014-03-06","5,755.2860","5,767.7790","5,672.8310","5,765.6010","337,887,225.0000","5,198,320,000.0000"
"399396.SZ","国证食品","2014-03-07","5,806.1260","5,831.9580","5,727.4500","5,755.2860","337,833,549.0000","5,503,700,000.0000"
"399396.SZ","国证食品","2014-03-10","5,695.9180","5,823.9080","5,693.4880","5,806.1260","375,216,866.0000","6,625,420,000.0000"
"399396.SZ","国证食品","2014-03-11","5,836.8370","5,849.4480","5,676.9730","5,695.9180","381,920,462.0000","6,561,350,000.0000"
"399396.SZ","国证食品","2014-03-12","5,806.8680","5,878.8440","5,760.4550","5,836.8370","345,270,366.0000","5,625,960,000.0000"
"399396.SZ","国证食品","2014-03-13","6,022.2410","6,030.1050","5,799.8340","5,806.8680","596,835,161.0000","9,653,000,000.0000"
"399396.SZ","国证食品","2014-03-14","5,949.7330","5,999.2490","5,915.2130","6,022.2410","407,934,113.0000","6,543,560,000.0000"
"399396.SZ","国证食品","2014-03-17","5,970.3810","5,974.0330","5,907.1310","5,949.7330","315,316,126.0000","5,306,350,000.0000"
"399396.SZ","国证食品","2014-03-18","6,003.3810","6,107.9310","5,971.9210","5,970.3810","454,048,669.0000","8,086,740,000.0000"
"399396.SZ","国证食品","2014-03-19","5,924.5270","5,996.5020","5,889.1940","6,003.3810","340,362,894.0000","5,931,810,000.0000"
"399396.SZ","国证食品","2014-03-20","5,786.6890","5,934.5570","5,785.3410","5,924.5270","305,799,002.0000","5,177,630,000.0000"
"399396.SZ","国证食品","2014-03-21","5,887.5770","5,899.2720","5,718.8180","5,786.6890","325,643,303.0000","5,289,350,000.0000"
"399396.SZ","国证食品","2014-03-24","5,896.9930","5,932.0530","5,857.4810","5,887.5770","314,241,427.0000","4,686,160,000.0000"
"399396.SZ","国证食品","2014-03-25","5,819.7280","5,852.8300","5,767.7460","5,896.9930","390,013,997.0000","5,968,020,000.0000"
"399396.SZ","国证食品","2014-03-26","5,753.6200","5,840.6270","5,752.6580","5,819.7280","250,847,101.0000","4,452,010,000.0000"
"399396.SZ","国证食品","2014-03-27","5,666.2140","5,769.9320","5,666.0080","5,753.6200","269,805,143.0000","4,318,970,000.0000"
"399396.SZ","国证食品","2014-03-28","5,561.3570","5,677.8750","5,549.7430","5,666.2140","320,420,012.0000","4,808,650,000.0000"
"399396.SZ","国证食品","2014-03-31","5,607.9440","5,643.2440","5,563.0030","5,561.3570","248,620,747.0000","3,870,340,000.0000"
"399396.SZ","国证食品","2014-04-01","5,742.2700","5,742.2720","5,597.2140","5,607.9440","267,915,042.0000","4,232,200,000.0000"
"399396.SZ","国证食品","2014-04-02","5,754.6070","5,801.6640","5,728.7490","5,742.2700","245,543,143.0000","4,216,140,000.0000"
"399396.SZ","国证食品","2014-04-03","5,728.2740","5,782.2370","5,717.8540","5,754.6070","198,564,832.0000","3,084,830,000.0000"
"399396.SZ","国证食品","2014-04-04","5,783.0920","5,783.4380","5,699.5920","5,728.2740","190,775,745.0000","3,187,230,000.0000"
"399396.SZ","国证食品","2014-04-08","5,904.4170","5,904.6570","5,762.9310","5,783.0920","316,054,544.0000","5,481,760,000.0000"
"399396.SZ","国证食品","2014-04-09","5,908.9340","5,953.8230","5,877.8730","5,904.4170","330,162,594.0000","5,273,810,000.0000"
"399396.SZ","国证食品","2014-04-10","5,995.5390","6,017.4960","5,852.9590","5,908.9340","313,031,261.0000","5,619,050,000.0000"
"399396.SZ","国证食品","2014-04-11","6,079.3600","6,164.5630","6,008.4050","5,995.5390","374,109,752.0000","7,944,510,000.0000"
"399396.SZ","国证食品","2014-04-14","6,056.4350","6,081.2880","6,027.2030","6,079.3600","311,103,918.0000","5,266,680,000.0000"
"399396.SZ","国证食品","2014-04-15","5,989.6440","6,042.4680","5,989.2580","6,056.4350","328,066,723.0000","4,725,890,000.0000"
"399396.SZ","国证食品","2014-04-16","5,963.4470","5,996.5120","5,939.8460","5,989.6440","253,269,188.0000","3,637,340,000.0000"
"399396.SZ","国证食品","2014-04-17","5,964.8750","5,999.5470","5,948.0640","5,963.4470","218,128,404.0000","3,643,050,000.0000"
"399396.SZ","国证食品","2014-04-18","5,969.9260","5,993.8410","5,914.3430","5,964.8750","195,245,969.0000","3,048,970,000.0000"
"399396.SZ","国证食品","2014-04-21","5,841.3380","5,964.6820","5,840.5990","5,969.9260","250,396,773.0000","3,824,480,000.0000"
"399396.SZ","国证食品","2014-04-22","5,820.8500","5,881.5720","5,771.3300","5,841.3380","248,959,729.0000","3,871,680,000.0000"
"399396.SZ","国证食品","2014-04-23","5,893.8360","5,911.0820","5,812.1310","5,820.8500","233,262,141.0000","4,275,710,000.0000"
"399396.SZ","国证食品","2014-04-24","5,845.5020","5,886.9090","5,829.9400","5,893.8360","212,092,616.0000","3,586,350,000.0000"
"399396.SZ","国证食品","2014-04-25","5,641.7430","5,785.8520","5,640.7780","5,845.5020","283,880,921.0000","5,688,590,000.0000"
"399396.SZ","国证食品","2014-04-28","5,528.5520","5,625.4310","5,524.6280","5,641.7430","263,068,563.0000","4,219,650,000.0000"
"399396.SZ","国证食品","2014-04-29","5,613.2580","5,623.4210","5,509.2860","5,528.5520","196,662,638.0000","3,336,970,000.0000"
"399396.SZ","国证食品","2014-04-30","5,660.1350","5,689.9500","5,645.3600","5,613.2580","235,113,719.0000","4,950,480,000.0000"
"399396.SZ","国证食品","2014-05-05","5,668.6020","5,685.8470","5,586.0180","5,660.1350","209,056,236.0000","3,839,640,000.0000"
"399396.SZ","国证食品","2014-05-06","5,663.9900","5,708.3260","5,643.7760","5,668.6020","176,264,294.0000","2,962,480,000.0000"
"399396.SZ","国证食品","2014-05-07","5,586.1530","5,654.2790","5,586.1530","5,663.9900","167,392,055.0000","2,729,330,000.0000"
"399396.SZ","国证食品","2014-05-08","5,581.4760","5,643.9320","5,576.0620","5,586.1530","167,433,934.0000","2,608,790,000.0000"
"399396.SZ","国证食品","2014-05-09","5,567.7370","5,592.1540","5,535.5610","5,581.4760","175,110,733.0000","2,824,940,000.0000"
"399396.SZ","国证食品","2014-05-12","5,652.3340","5,668.5840","5,558.2170","5,567.7370","262,526,462.0000","3,946,880,000.0000"
"399396.SZ","国证食品","2014-05-13","5,676.1000","5,690.4910","5,634.6940","5,652.3340","228,065,583.0000","3,415,680,000.0000"
"399396.SZ","国证食品","2014-05-14","5,594.0280","5,668.9790","5,589.2430","5,676.1000","177,161,641.0000","2,945,260,000.0000"
"399396.SZ","国证食品","2014-05-15","5,515.2020","5,600.0650","5,512.3010","5,594.0280","182,146,152.0000","2,834,400,000.0000"
"399396.SZ","国证食品","2014-05-16","5,509.1090","5,526.9110","5,470.2160","5,515.2020","136,936,756.0000","2,232,180,000.0000"
"399396.SZ","国证食品","2014-05-19","5,408.3090","5,477.7030","5,380.3280","5,509.1090","187,525,355.0000","3,417,620,000.0000"
"399396.SZ","国证食品","2014-05-20","5,371.3130","5,457.5960","5,351.3080","5,408.3090","172,847,283.0000","3,382,020,000.0000"
"399396.SZ","国证食品","2014-05-21","5,444.7320","5,451.7750","5,334.7010","5,371.3130","170,053,931.0000","2,969,070,000.0000"
"399396.SZ","国证食品","2014-05-22","5,422.2030","5,502.6930","5,421.9800","5,444.7320","186,156,255.0000","2,969,560,000.0000"
"399396.SZ","国证食品","2014-05-23","5,466.8280","5,469.2180","5,410.2910","5,422.2030","145,184,303.0000","2,194,600,000.0000"
"399396.SZ","国证食品","2014-05-26","5,512.2350","5,521.1070","5,490.4090","5,466.8280","183,668,176.0000","2,673,000,000.0000"
"399396.SZ","国证食品","2014-05-27","5,485.7270","5,534.2950","5,481.2760","5,512.2350","184,714,946.0000","2,700,490,000.0000"
"399396.SZ","国证食品","2014-05-28","5,513.3540","5,516.3140","5,460.3460","5,485.7270","209,432,513.0000","3,159,660,000.0000"
"399396.SZ","国证食品","2014-05-29","5,484.3170","5,540.0510","5,479.8990","5,513.3540","227,945,084.0000","3,014,800,000.0000"
"399396.SZ","国证食品","2014-05-30","5,474.5010","5,508.4110","5,452.5720","5,484.3170","220,306,472.0000","2,881,770,000.0000"
"399396.SZ","国证食品","2014-06-03","5,383.3690","5,485.2750","5,379.9230","5,474.5010","264,535,600.0000","4,773,520,000.0000"
"399396.SZ","国证食品","2014-06-04","5,354.2180","5,392.2860","5,321.3810","5,383.3690","205,116,414.0000","3,189,910,000.0000"
"399396.SZ","国证食品","2014-06-05","5,423.7330","5,425.7630","5,330.6180","5,354.2180","171,705,259.0000","2,909,870,000.0000"
"399396.SZ","国证食品","2014-06-06","5,384.3610","5,437.1820","5,348.0760","5,423.7330","195,161,394.0000","3,214,020,000.0000"
"399396.SZ","国证食品","2014-06-09","5,374.3810","5,405.7830","5,360.9090","5,384.3610","175,594,941.0000","2,698,960,000.0000"
"399396.SZ","国证食品","2014-06-10","5,422.9290","5,433.1660","5,353.8280","5,374.3810","189,466,739.0000","3,150,980,000.0000"
"399396.SZ","国证食品","2014-06-11","5,447.1520","5,448.9260","5,407.5590","5,422.9290","198,787,823.0000","3,161,590,000.0000"
"399396.SZ","国证食品","2014-06-12","5,460.2620","5,482.3870","5,435.6550","5,447.1520","257,670,781.0000","3,884,050,000.0000"
"399396.SZ","国证食品","2014-06-13","5,477.5430","5,488.6630","5,432.5170","5,460.2620","248,954,733.0000","4,007,700,000.0000"
"399396.SZ","国证食品","2014-06-16","5,493.6300","5,501.5810","5,462.3250","5,477.5430","270,750,766.0000","4,139,440,000.0000"
"399396.SZ","国证食品","2014-06-17","5,435.0370","5,484.4450","5,430.7510","5,493.6300","266,961,952.0000","3,659,830,000.0000"
"399396.SZ","国证食品","2014-06-18","5,389.9260","5,430.5570","5,387.8950","5,435.0370","213,465,234.0000","3,047,930,000.0000"
"399396.SZ","国证食品","2014-06-19","5,314.3070","5,408.2410","5,293.6940","5,389.9260","214,144,588.0000","2,825,560,000.0000"
"399396.SZ","国证食品","2014-06-20","5,327.2780","5,327.8250","5,285.8530","5,314.3070","155,450,603.0000","2,270,530,000.0000"
"399396.SZ","国证食品","2014-06-23","5,353.7720","5,364.7170","5,328.4160","5,327.2780","188,223,669.0000","2,780,040,000.0000"
"399396.SZ","国证食品","2014-06-24","5,448.5010","5,459.9940","5,345.9070","5,353.7720","253,701,274.0000","3,631,760,000.0000"
"399396.SZ","国证食品","2014-06-25","5,407.0250","5,426.9330","5,386.0420","5,448.5010","203,964,780.0000","3,003,850,000.0000"
"399396.SZ","国证食品","2014-06-26","5,447.9230","5,457.9470","5,416.2500","5,407.0250","230,876,596.0000","3,348,110,000.0000"
"399396.SZ","国证食品","2014-06-27","5,452.1340","5,470.2460","5,411.0190","5,447.9230","272,403,748.0000","3,590,850,000.0000"
"399396.SZ","国证食品","2014-06-30","5,469.3210","5,502.6670","5,455.5240","5,452.1340","228,564,336.0000","3,474,250,000.0000"
"399396.SZ","国证食品","2014-07-01","5,440.0480","5,460.0250","5,421.5060","5,469.3210","245,943,150.0000","3,612,620,000.0000"
"399396.SZ","国证食品","2014-07-02","5,422.4430","5,448.3290","5,396.0520","5,440.0480","258,411,485.0000","4,011,030,000.0000"
"399396.SZ","国证食品","2014-07-03","5,455.1670","5,468.4620","5,403.3370","5,422.4430","267,007,822.0000","4,154,180,000.0000"
"399396.SZ","国证食品","2014-07-04","5,479.4330","5,481.0310","5,452.6010","5,455.1670","267,528,083.0000","4,085,840,000.0000"
"399396.SZ","国证食品","2014-07-07","5,469.7340","5,494.3770","5,452.6230","5,479.4330","216,940,062.0000","3,636,240,000.0000"
"399396.SZ","国证食品","2014-07-08","5,475.8060","5,485.0340","5,429.3680","5,469.7340","215,220,273.0000","3,337,010,000.0000"
"399396.SZ","国证食品","2014-07-09","5,372.2730","5,484.7370","5,371.9840","5,475.8060","276,671,801.0000","4,186,880,000.0000"
"399396.SZ","国证食品","2014-07-10","5,333.5320","5,387.8900","5,316.1480","5,372.2730","255,431,399.0000","4,024,570,000.0000"
